programme_id,event_id,lieu_id,nom_item,type_item,date,heure_debut,heure_fin,scene_salle,prix_item,url,notes,genre,artiste_id,description_item,image_url,billetterie_url,duree_min,public_cible,langue,scraped_at,film_id,form,moods,mood_source,mood_confiance,genres_mood
PTMP_L144_82_08271345,ETMP_L144_313256_0827,L144,Toy Story 5,film,2026-08-27,13:45,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=313256.html,"Réal: Andrew Stanton, McKenna Harris | Langue:VF | Version:DUBBED",animation_jeune_public,,"Buzz, Woody, Jessie et le reste de la bande verront leur travail remis en question lorsqu'ils découvriront que ce qui obsède les enfants d'aujourd'hui s’appelle... l'électronique !",https://fr.web.img2.acsta.net/img/ba/a6/baa69b8aeb28ddae932549492cb5ed9c.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.313256&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Format.Sound.71&perfd=20260827&perft=13:45",102,tout_public,VF,2026-08-24T15:25:45,F0014,cine,,pitch,basse,animation|famille|jeunesse|electro
PTMP_L144_83_08271400,ETMP_L144_314503_0827,L144,La fin d’Oak Street,film,2026-08-27,14:00,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=314503.html,Réal: David Robert Mitchell | Langue:VF | Version:DUBBED,fiction,,"Suite à un étrange événement cosmique, le quartier d’Oak Street se retrouve transporté en un lieu mystérieux. Les Platt, qui ne reconnaissent plus leur environnement familier, ne tardent pas à comprendre qu’il leur faut absolument rester unis s’ils veulent s’en sortir.",https://fr.web.img6.acsta.net/img/2b/1b/2b1bc2ebbf00d185baa83a18177317c6.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.314503&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Format.Sound.71&perfd=20260827&perft=14:00",100,tout_public,VF,2026-08-24T15:25:45,F0006,cine,,pitch,basse,fiction
PTMP_L144_69_08271430,ETMP_L144_1000023495_0827,L144,Ma famille de samouraïs,film,2026-08-27,14:30,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000023495.html,Réal: Célia Catunda | Langue:VF | Version:DUBBED | Avant-première,festival_avp,,"Sao Paulo, années 1980… Noboru doit préparer pour l’école un exposé sur ses origines japonaises qu’il a toujours cherché à gommer. Il doit alors se tourner vers son grand-père grincheux, Hideo, pour apprendre à connaître en profondeur sa famille et l’histoire de l’arrivée de ce dernier au Brésil en 1920, quand il était encore un jeune homme.",https://fr.web.img5.acsta.net/img/5d/72/5d72af42143f7d2d3ef6b00ac8c23699.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.1000023495&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital&perfd=20260827&perft=14:30",82,tout_public,VF,2026-08-24T15:25:45,F0058,cine,tendre,pitch,haute,festival|avant-premiere|famille|histoire
PTMP_L144_85_08271535,ETMP_L144_1000013045_0827,L144,L'Odyssée,film,2026-08-27,15:35,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000013045.html,Réal: Christopher Nolan | Langue:VF | Version:DUBBED,fiction,,"L’Odyssée est une épopée mythique tournée à travers le monde qui suit le retour d'Ulysse vers Ithaque. Pour la première fois, la saga fondatrice d'Homère est portée sur les écrans de manière spectaculaire avec la toute dernière technologie IMAX.",https://fr.web.img6.acsta.net/img/a7/70/a770a3822c90a655af05961cda53f3a1.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.1000013045&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Format.Sound.71&perfd=20260827&perft=15:35",173,Interdit - 12 ans,VF,2026-08-24T15:25:45,F0002,cine,,pitch,basse,fiction|concert
PTMP_L144_87_08271550,ETMP_L144_276608_0827,L144,Spider-Man: Brand New Day,film,2026-08-27,15:50,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=276608.html,Réal: Destin Daniel Cretton | Langue:VF | Version:DUBBED,fiction,,"C’est un tout nouveau jour pour Peter Parker Dans un monde qui ne se souvient plus de lui, il poursuit sans relâche sa lutte contre la criminalité. Mais le sentiment d’avoir été oublié par ses amis qui avancent désormais sans lui provoque un changement chez Peter qu’il n’est peut-être pas en mesure de contrôler. Et pourtant, c’est cette mutation qui pourrait être sa seule chance de s’opposer à un adversaire terrifiant, capable d’agir sans jamais être repéré et prêt à s’attaquer à la ville et à t",https://fr.web.img5.acsta.net/img/cd/90/cd90255ae37ff659dab73bd1c422c9b5.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.276608&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Format.Sound.71&perfd=20260827&perft=15:50",145,tout_public,VF,2026-08-24T15:25:45,F0001,cine,,pitch,basse,fiction|amitie
PTMP_L144_77_08271600,ETMP_L144_320681_0827,L144,La Pat' Patrouille : Le film mission Dino,film,2026-08-27,16:00,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=320681.html,Réal: Cal Brunker | Langue:VF | Version:DUBBED,animation_jeune_public,,"Lorsqu’une mystérieuse tempête surprend leur navire, la Pat’ Patrouille s’échoue sur une île tropicale encore inexplorée… et peuplée de dinosaures !",https://fr.web.img6.acsta.net/img/bb/35/bb358019448f4fcd5c37b0d19c04fd0d.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.320681&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital&perfd=20260827&perft=16:00",88,tout_public,VF,2026-08-24T15:25:45,F0008,cine,intense,pitch,haute,animation|famille|jeunesse|action
PTMP_L144_90_08271615,ETMP_L144_1000032856_0827,L144,Tombé du ciel,film,2026-08-27,16:15,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000032856.html,Réal: Mohamed Hamidi | Langue:VF | Version:LOCAL,animation_jeune_public,,"Ilyes mène une vie joyeuse dans la banlieue de Roubaix. Seul problème : le bac. Après avoir échoué deux fois, c’est sa dernière chance de l’avoir et de rendre enfin fier ses parents. Mais un incendie survient pendant le bac blanc, et on l’accuse d’en être à l’origine… Exclu de son lycée, il doit quitter son quartier et aller dans le seul établissement qui l’accepte : le pensionnat catholique de Saint-Albert-le-Grand, en Bourgogne. Entre choc des cultures et quête de rédemption, Ilyes va devoir s",https://fr.web.img5.acsta.net/img/78/a7/78a70db88122966584f6dd674da06a6d.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.1000032856&tags=Localization.Language.French,Format.Projection.Digital&perfd=20260827&perft=16:15",92,tout_public,VF,2026-08-24T15:25:45,F0004,cine,,pitch,basse,animation|famille|jeunesse
PTMP_L144_92_08271615,ETMP_L144_1000014327_0827,L144,Sous le ciel de Kyoto,film,2026-08-27,16:15,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000014327.html,Réal: Akiko Ohku | Langue:VO | Version:ORIGINAL,fiction,,"À Kyoto, Toru garde toujours ses parapluies à portée de main, tels des boucliers contre le monde extérieur. Quand il rencontre Hana, l’évidence naît entre eux... avant qu’elle ne disparaisse soudainement.",https://fr.web.img2.acsta.net/img/f5/c5/f5c59c0d93b30f3bd8ba4d657d668a9d.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.1000014327&tags=Localization.Version.Original,Format.Projection.Digital&perfd=20260827&perft=16:15",128,tout_public,VO,2026-08-24T15:25:45,F0044,cine,,pitch,basse,fiction
PTMP_L144_88_08271810,ETMP_L144_276608_0827,L144,Spider-Man: Brand New Day,film,2026-08-27,18:10,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=276608.html,Réal: Destin Daniel Cretton | Langue:VF | Version:DUBBED,fiction,,"C’est un tout nouveau jour pour Peter Parker Dans un monde qui ne se souvient plus de lui, il poursuit sans relâche sa lutte contre la criminalité. Mais le sentiment d’avoir été oublié par ses amis qui avancent désormais sans lui provoque un changement chez Peter qu’il n’est peut-être pas en mesure de contrôler. Et pourtant, c’est cette mutation qui pourrait être sa seule chance de s’opposer à un adversaire terrifiant, capable d’agir sans jamais être repéré et prêt à s’attaquer à la ville et à t",https://fr.web.img5.acsta.net/img/cd/90/cd90255ae37ff659dab73bd1c422c9b5.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.276608&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Format.Sound.71&perfd=20260827&perft=18:10",145,tout_public,VF,2026-08-24T15:25:45,F0001,cine,,pitch,basse,fiction|amitie
PTMP_L144_72_08271840,ETMP_L144_257425_0827,L144,Tad l'explorateur et la lampe magique,film,2026-08-27,18:40,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=257425.html,Réal: Enrique Gato | Langue:VF | Version:DUBBED,animation_jeune_public,,"Tad et Sara sont désormais les heureux parents d’Oli, une adorable et intrépide petite fille de deux ans. Le bonheur de la petite famille fait un peu de l’ombre à Momie, qui a l’impression de passer au second plan. Alors qu’en vacances à Londres la bande met la main sur la Lampe Merveilleuse des Mille et Une Nuits, Momie formule un vœu inattendu : voyager dans le temps pour retourner à l’époque de sa jeunesse où tout le monde l’adorait. Tad, Sara et toute l’équipe n’ont alors d’autre choix que d",https://fr.web.img2.acsta.net/img/7a/89/7a89c362c3c4180669ce471a947d2f70.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.257425&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital&perfd=20260827&perft=18:40",95,tout_public,VF,2026-08-24T15:25:45,F0007,cine,tendre,pitch,haute,animation|famille|jeunesse|voyage|aventure
PTMP_L144_91_08271850,ETMP_L144_1000032856_0827,L144,Tombé du ciel,film,2026-08-27,18:50,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000032856.html,Réal: Mohamed Hamidi | Langue:VF | Version:LOCAL,animation_jeune_public,,"Ilyes mène une vie joyeuse dans la banlieue de Roubaix. Seul problème : le bac. Après avoir échoué deux fois, c’est sa dernière chance de l’avoir et de rendre enfin fier ses parents. Mais un incendie survient pendant le bac blanc, et on l’accuse d’en être à l’origine… Exclu de son lycée, il doit quitter son quartier et aller dans le seul établissement qui l’accepte : le pensionnat catholique de Saint-Albert-le-Grand, en Bourgogne. Entre choc des cultures et quête de rédemption, Ilyes va devoir s",https://fr.web.img5.acsta.net/img/78/a7/78a70db88122966584f6dd674da06a6d.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.1000032856&tags=Localization.Language.French,Format.Projection.Digital&perfd=20260827&perft=18:50",92,tout_public,VF,2026-08-24T15:25:45,F0004,cine,,pitch,basse,animation|famille|jeunesse
PTMP_L144_86_08272045,ETMP_L144_1000013045_0827,L144,L'Odyssée,film,2026-08-27,20:45,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000013045.html,Réal: Christopher Nolan | Langue:VF | Version:DUBBED,fiction,,"L’Odyssée est une épopée mythique tournée à travers le monde qui suit le retour d'Ulysse vers Ithaque. Pour la première fois, la saga fondatrice d'Homère est portée sur les écrans de manière spectaculaire avec la toute dernière technologie IMAX.",https://fr.web.img6.acsta.net/img/a7/70/a770a3822c90a655af05961cda53f3a1.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.1000013045&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Format.Sound.71&perfd=20260827&perft=20:45",173,Interdit - 12 ans,VF,2026-08-24T15:25:45,F0002,cine,,pitch,basse,fiction|concert
PTMP_L144_81_08272100,ETMP_L144_188280_0827,L144,Fjord,film,2026-08-27,21:00,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=188280.html,Réal: Cristian Mungiu | Langue:VO | Version:ORIGINAL,fiction,,"Les Gheorghiu, un couple roumano-norvégien très pieux, s’installent dans un village au bout d’un fjord. Lorsque le corps enseignant découvre des ecchymoses sur le corps d'un de leurs enfants, le village se demande si leur éducation traditionnelle pourrait en être la cause.",https://fr.web.img5.acsta.net/img/7d/a3/7da334b5a024f1960d11cefab25107bc.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.188280&tags=Localization.Version.Original,Format.Projection.Digital&perfd=20260827&perft=21:00",146,tout_public,VO,2026-08-24T15:25:45,F0003,cine,,pitch,basse,fiction|famille|rural|religion
PTMP_L144_84_08272100,ETMP_L144_314503_0827,L144,La fin d’Oak Street,film,2026-08-27,21:00,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=314503.html,Réal: David Robert Mitchell | Langue:VF | Version:DUBBED,fiction,,"Suite à un étrange événement cosmique, le quartier d’Oak Street se retrouve transporté en un lieu mystérieux. Les Platt, qui ne reconnaissent plus leur environnement familier, ne tardent pas à comprendre qu’il leur faut absolument rester unis s’ils veulent s’en sortir.",https://fr.web.img6.acsta.net/img/2b/1b/2b1bc2ebbf00d185baa83a18177317c6.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.314503&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Format.Sound.71&perfd=20260827&perft=21:00",100,tout_public,VF,2026-08-24T15:25:45,F0006,cine,,pitch,basse,fiction
PTMP_L144_89_08272100,ETMP_L144_276608_0827,L144,Spider-Man: Brand New Day,film,2026-08-27,21:00,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=276608.html,Réal: Destin Daniel Cretton | Langue:VF | Version:DUBBED,fiction,,"C’est un tout nouveau jour pour Peter Parker Dans un monde qui ne se souvient plus de lui, il poursuit sans relâche sa lutte contre la criminalité. Mais le sentiment d’avoir été oublié par ses amis qui avancent désormais sans lui provoque un changement chez Peter qu’il n’est peut-être pas en mesure de contrôler. Et pourtant, c’est cette mutation qui pourrait être sa seule chance de s’opposer à un adversaire terrifiant, capable d’agir sans jamais être repéré et prêt à s’attaquer à la ville et à t",https://fr.web.img5.acsta.net/img/cd/90/cd90255ae37ff659dab73bd1c422c9b5.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.276608&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Format.Sound.71&perfd=20260827&perft=21:00",145,tout_public,VF,2026-08-24T15:25:45,F0001,cine,,pitch,basse,fiction|amitie
PTMP_L145_36_08271345,ETMP_L145_1000032856_0827,L145,Tombé du ciel,film,2026-08-27,13:45,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000032856.html,Réal: Mohamed Hamidi | Langue:VF | Version:LOCAL,animation_jeune_public,,"Ilyes mène une vie joyeuse dans la banlieue de Roubaix. Seul problème : le bac. Après avoir échoué deux fois, c’est sa dernière chance de l’avoir et de rendre enfin fier ses parents. Mais un incendie survient pendant le bac blanc, et on l’accuse d’en être à l’origine… Exclu de son lycée, il doit quitter son quartier et aller dans le seul établissement qui l’accepte : le pensionnat catholique de Saint-Albert-le-Grand, en Bourgogne. Entre choc des cultures et quête de rédemption, Ilyes va devoir s",https://fr.web.img5.acsta.net/img/78/a7/78a70db88122966584f6dd674da06a6d.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.1000032856&tags=Localization.Language.French,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260827&perft=13:45",92,tout_public,VF,2026-08-24T15:25:45,F0004,cine,,pitch,basse,animation|famille|jeunesse
PTMP_L145_39_08271345,ETMP_L145_314503_0827,L145,La fin d’Oak Street,film,2026-08-27,13:45,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=314503.html,Réal: David Robert Mitchell | Langue:VF | Version:DUBBED,fiction,,"Suite à un étrange événement cosmique, le quartier d’Oak Street se retrouve transporté en un lieu mystérieux. Les Platt, qui ne reconnaissent plus leur environnement familier, ne tardent pas à comprendre qu’il leur faut absolument rester unis s’ils veulent s’en sortir.",https://fr.web.img6.acsta.net/img/2b/1b/2b1bc2ebbf00d185baa83a18177317c6.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.314503&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260827&perft=13:45",100,tout_public,VF,2026-08-24T15:25:45,F0006,cine,,pitch,basse,fiction
PTMP_L145_40_08271400,ETMP_L145_320681_0827,L145,La Pat' Patrouille : Le film mission Dino,film,2026-08-27,14:00,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=320681.html,Réal: Cal Brunker | Langue:VF | Version:DUBBED,animation_jeune_public,,"Lorsqu’une mystérieuse tempête surprend leur navire, la Pat’ Patrouille s’échoue sur une île tropicale encore inexplorée… et peuplée de dinosaures !",https://fr.web.img6.acsta.net/img/bb/35/bb358019448f4fcd5c37b0d19c04fd0d.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.320681&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260827&perft=14:00",88,tout_public,VF,2026-08-24T15:25:45,F0008,cine,intense,pitch,haute,animation|famille|jeunesse|action
PTMP_L145_43_08271530,ETMP_L145_1000013045_0827,L145,L'Odyssée,film,2026-08-27,15:30,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000013045.html,Réal: Christopher Nolan | Langue:VF | Version:DUBBED,fiction,,"L’Odyssée est une épopée mythique tournée à travers le monde qui suit le retour d'Ulysse vers Ithaque. Pour la première fois, la saga fondatrice d'Homère est portée sur les écrans de manière spectaculaire avec la toute dernière technologie IMAX.",https://fr.web.img6.acsta.net/img/a7/70/a770a3822c90a655af05961cda53f3a1.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.1000013045&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260827&perft=15:30",173,Interdit - 12 ans,VF,2026-08-24T15:25:45,F0002,cine,,pitch,basse,fiction|concert
PTMP_L145_44_08271545,ETMP_L145_276608_0827,L145,Spider-Man: Brand New Day,film,2026-08-27,15:45,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=276608.html,Réal: Destin Daniel Cretton | Langue:VF | Version:DUBBED,fiction,,"C’est un tout nouveau jour pour Peter Parker Dans un monde qui ne se souvient plus de lui, il poursuit sans relâche sa lutte contre la criminalité. Mais le sentiment d’avoir été oublié par ses amis qui avancent désormais sans lui provoque un changement chez Peter qu’il n’est peut-être pas en mesure de contrôler. Et pourtant, c’est cette mutation qui pourrait être sa seule chance de s’opposer à un adversaire terrifiant, capable d’agir sans jamais être repéré et prêt à s’attaquer à la ville et à t",https://fr.web.img5.acsta.net/img/cd/90/cd90255ae37ff659dab73bd1c422c9b5.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.276608&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,BoostPos.Image.2D,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260827&perft=15:45",145,tout_public,VF,2026-08-24T15:25:45,F0001,cine,,pitch,basse,fiction|amitie
PTMP_L145_45_08271545,ETMP_L145_1000022546_0827,L145,Les Gendarmes,film,2026-08-27,15:45,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000022546.html,"Réal: François Prévôt-Leygonie, Stephan Archinard | Langue:VF | Version:LOCAL",fiction,,Toute la brigade de gendarmerie de Charnay-Lès-Mâcon (71) se prépare à l’annuelle Grande Fête des Jardins. Mais l’arrivée d’un jeune stagiaire désinvolte débarqué tout droit de la capitale et de deux voleurs de nains de jardin va venir bouleverser leur organisation bien huilée…,https://fr.web.img5.acsta.net/img/49/8e/498e9c4d4f75557cdf9c3796e92a0a21.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.1000022546&tags=Localization.Language.French,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260827&perft=15:45",87,tout_public,VF,2026-08-24T15:25:45,F0023,cine,sortie,pitch,haute,fiction
PTMP_L145_41_08271830,ETMP_L145_320681_0827,L145,La Pat' Patrouille : Le film mission Dino,film,2026-08-27,18:30,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=320681.html,Réal: Cal Brunker | Langue:VF | Version:DUBBED,animation_jeune_public,,"Lorsqu’une mystérieuse tempête surprend leur navire, la Pat’ Patrouille s’échoue sur une île tropicale encore inexplorée… et peuplée de dinosaures !",https://fr.web.img6.acsta.net/img/bb/35/bb358019448f4fcd5c37b0d19c04fd0d.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.320681&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260827&perft=18:30",88,tout_public,VF,2026-08-24T15:25:45,F0008,cine,intense,pitch,haute,animation|famille|jeunesse|action
PTMP_L145_46_08271830,ETMP_L145_315380_0827,L145,Des Minions et des monstres,film,2026-08-27,18:30,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=315380.html,Réal: Pierre Coffin | Langue:VF | Version:DUBBED,animation_jeune_public,,"Une histoire aussi rocambolesque qu’absurde, mais bien sûr totalement véridique, qui raconte comment les Minions, partis à la conquête d’Hollywood, sont devenus des stars de cinéma, pour finalement tout perdre en libérant au passage une bande de monstres déchaînés.",https://fr.web.img2.acsta.net/img/21/c4/21c43d8b03a44dbd5dd9659d6be3f5ef.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.315380&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,BoostPos.Image.2D,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260827&perft=18:30",89,tout_public,VF,2026-08-24T15:25:45,F0021,cine,,pitch,basse,animation|famille|jeunesse
PTMP_L145_37_08271845,ETMP_L145_1000032856_0827,L145,Tombé du ciel,film,2026-08-27,18:45,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000032856.html,Réal: Mohamed Hamidi | Langue:VF | Version:LOCAL,animation_jeune_public,,"Ilyes mène une vie joyeuse dans la banlieue de Roubaix. Seul problème : le bac. Après avoir échoué deux fois, c’est sa dernière chance de l’avoir et de rendre enfin fier ses parents. Mais un incendie survient pendant le bac blanc, et on l’accuse d’en être à l’origine… Exclu de son lycée, il doit quitter son quartier et aller dans le seul établissement qui l’accepte : le pensionnat catholique de Saint-Albert-le-Grand, en Bourgogne. Entre choc des cultures et quête de rédemption, Ilyes va devoir s",https://fr.web.img5.acsta.net/img/78/a7/78a70db88122966584f6dd674da06a6d.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.1000032856&tags=Localization.Language.French,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260827&perft=18:45",92,tout_public,VF,2026-08-24T15:25:45,F0004,cine,,pitch,basse,animation|famille|jeunesse
PTMP_L145_38_08272030,ETMP_L145_314503_0827,L145,La fin d’Oak Street,film,2026-08-27,20:30,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=314503.html,Réal: David Robert Mitchell | Langue:VO | Version:ORIGINAL,fiction,,"Suite à un étrange événement cosmique, le quartier d’Oak Street se retrouve transporté en un lieu mystérieux. Les Platt, qui ne reconnaissent plus leur environnement familier, ne tardent pas à comprendre qu’il leur faut absolument rester unis s’ils veulent s’en sortir.",https://fr.web.img6.acsta.net/img/2b/1b/2b1bc2ebbf00d185baa83a18177317c6.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.314503&tags=Localization.Version.Original,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260827&perft=20:30",100,tout_public,VO,2026-08-24T15:25:45,F0006,cine,,pitch,basse,fiction
PTMP_L145_42_08272030,ETMP_L145_1000013045_0827,L145,L'Odyssée,film,2026-08-27,20:30,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000013045.html,Réal: Christopher Nolan | Langue:VO | Version:ORIGINAL,fiction,,"L’Odyssée est une épopée mythique tournée à travers le monde qui suit le retour d'Ulysse vers Ithaque. Pour la première fois, la saga fondatrice d'Homère est portée sur les écrans de manière spectaculaire avec la toute dernière technologie IMAX.",https://fr.web.img6.acsta.net/img/a7/70/a770a3822c90a655af05961cda53f3a1.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.1000013045&tags=Localization.Version.Original,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260827&perft=20:30",173,Interdit - 12 ans,VO,2026-08-24T15:25:45,F0002,cine,,pitch,basse,fiction|concert
PTMP_L145_47_08272030,ETMP_L145_294280_0827,L145,La Bataille de Gaulle - partie 1 : L'Âge de Fer,film,2026-08-27,20:30,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=294280.html,Réal: Antonin Baudry | Langue:VF | Version:LOCAL,fiction,,"Juin 1940. La France s'effondre et signe l’armistice. Au milieu du chaos, un homme refuse de céder. Seul contre tous, ce général inconnu s'échappe vers Londres pour sauver ce qu'il reste d'un rêve : la liberté.",https://fr.web.img6.acsta.net/img/61/de/61dec3511b1ef0a65757a438ca898bbb.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.294280&tags=Localization.Language.French,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260827&perft=20:30",160,tout_public,VF,2026-08-24T15:25:45,F0026,cine,,pitch,basse,fiction|histoire|guerre
PTMP_L146_8_08271615,ETMP_L146_320681_0827,L146,La Pat' Patrouille : Le film mission Dino,film,2026-08-27,16:15,,Salle 1,,https://www.allocine.fr/film/fichefilm_gen_cfilm=320681.html,Réal: Cal Brunker | Langue:VF | Version:DUBBED,animation_jeune_public,,"Lorsqu’une mystérieuse tempête surprend leur navire, la Pat’ Patrouille s’échoue sur une île tropicale encore inexplorée… et peuplée de dinosaures !",https://fr.web.img6.acsta.net/img/bb/35/bb358019448f4fcd5c37b0d19c04fd0d.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0583&gid_entity=movie.movie._.320681&tags=Localization.Language.French,Showtime.Accessibility.Accessible,Format.Projection.Digital&perfd=20260827&perft=16:15&code=VF; DISABLED ACCESS",88,tout_public,VF,2026-08-24T15:25:45,F0008,cine,intense,pitch,haute,animation|famille|jeunesse|action
PTMP_L146_9_08271830,ETMP_L146_1000022546_0827,L146,Les Gendarmes,film,2026-08-27,18:30,,Salle 1,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000022546.html,"Réal: François Prévôt-Leygonie, Stephan Archinard | Langue:VF | Version:LOCAL",fiction,,Toute la brigade de gendarmerie de Charnay-Lès-Mâcon (71) se prépare à l’annuelle Grande Fête des Jardins. Mais l’arrivée d’un jeune stagiaire désinvolte débarqué tout droit de la capitale et de deux voleurs de nains de jardin va venir bouleverser leur organisation bien huilée…,https://fr.web.img5.acsta.net/img/49/8e/498e9c4d4f75557cdf9c3796e92a0a21.jpg,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0583&gid_entity=movie.movie._.1000022546&tags=Showtime.Accessibility.Subtitled,Localization.Language.French,Showtime.Accessibility.Accessible,Format.Projection.Digital&perfd=20260827&perft=18:30&code=SUBTITLE; VF; DISABLED ACCESS",87,tout_public,VF,2026-08-24T15:25:45,F0023,cine,sortie,pitch,haute,fiction
