lieu_id,nom,label_affiche,type,adresse,commune,dist_km_capitole,site_web,url_programmation,notes
L104,Chez Molly (Montaudran),Toulouse — Chez Molly (Montaudran),guinguette,8 impasse Louise Labé,Toulouse,6,https://chezmollycoteguinguette.fr/,https://chezmollycoteguinguette.fr/,"scrape 2026-08-24 (site): 8 impasse Louise Labé, Montaudran. 7j/7 dès 17h (mauvais temps → restaurant). DJ/live/matchs évoqués sans dates. Saison ouverte sans lineup."
L105,Brasa (Balma),Balma — Brasa (Balma),guinguette,,Balma,6,https://linktr.ee/brasa.toulouse,https://linktr.ee/brasa.toulouse,"site non trouvé | rien trouvé période 24/08–23/09/2026 (scan site / agenda) | url_programmation impossible: site non trouvé | url_find 2026-08-24: found (medium) — Guinguette Château de Thégra Balma. Hub Linktree officiel (résa, cartes, Instagram). Pas de site autonome; cité La Dépêche/Actu."
L106,Le Petit L’U (L’Union),L’Union — Le Petit L’U (L’Union),guinguette,1 rue de la Caussade,L’Union,7,https://lepetitlu-guinguette.fr/,https://lepetitlu-guinguette.fr/,scrape 2026-08-24 (site): saison 22 mai–6 sept. 2026 ; closing annoncé 5 sept. Feed Instagram embarqué (hors périmètre scrape). Saison ouverte jusqu’au closing — pas de concerts datés stables sur le HTML.
L107,Guinguette de Tournefeuille,Tournefeuille — Guinguette de Tournefeuille,guinguette,Lac des Pêcheurs,Tournefeuille,9,https://www.guinguettetournefeuille.fr/,https://www.guinguettetournefeuille.fr/agenda,scrape 2026-08-24 (agenda): 22 événements saison 2026 ; dernière date Samedi 8 août — SOIRÉE DE CLÔTURE Concert VOODOO CHILD. Rien dans la fenêtre 24/08–23/09 (saison terminée).
L108,Guinguette en l’air (Fenouillet),Fenouillet — Guinguette en l’air (Fenouillet),guinguette,26 ch. du Bocage,Fenouillet,12,https://laguinguette-enlair.fr/,https://laguinguette-enlair.fr/,scrape 2026-08-24 (site): closing samedi 15 août annoncé. Section concerts/DJ renvoie Instagram/Facebook. Rien dans la fenêtre 24/08–23/09 (saison terminée).
L109,L’Éphémère (Lacroix-Falgarde),Lacroix-Falgarde — L’Éphémère (Lacroix-Falgarde),guinguette,,Lacroix-Falgarde,12,https://www.lephemereguinguette.com/,https://www.lephemereguinguette.com/programmation/,scrape 2026-08-24 (programmation): 3 concerts datés dans la fenêtre — 28/08 Tu Luz Habana 21h ; 29/08 Moher 21h ; 30/08 Cuarteto Tafi 18h30.
L110,Guinguette du BBT (Cornebarrieu),Cornebarrieu — Guinguette du BBT (Cornebarrieu),guinguette,Château d’en Haut / parking place du Boiret,Cornebarrieu,12,https://www.brasseur-toulousain.fr/la-guinguette-bbt/,https://www.brasseur-toulousain.fr/la-guinguette-bbt/,"scrape 2026-08-24 (page BBT): ouvert tous les jours 18h–00h, Château d’en Haut. Concert dans la fenêtre : ven 28/08 LEON Show Man (soul & funk). Autres concerts listés (mai–15/08) hors fenêtre."
L111,Min-Ou,Min-Ou,guinguette,,,10,,https://www.instagram.com/min_ou_toulouse/,site non trouvé | rien trouvé période 24/08–23/09/2026 (scan site / agenda) | url_programmation impossible: site non trouvé | url_find 2026-08-24: found (medium) — Guinguette MIN 200 av. États-Unis. Pas de site web propre (Tourisme = téléphone). Instagram @min_ou_toulouse (La Dépêche/Le Bonbon). | Instagram — non scrapable auto
L120,Le Lido,Toulouse — Le Lido,cirque,,Toulouse,4,https://www.circolido.fr/,https://circolido.fr/,site scanné — fermeture estivale ou prog hors fenêtre / détail insuffisant; rien trouvé période 24/08–23/09/2026 (scan site / agenda)
L121,La Place de la Danse (CDCN),Toulouse — La Place de la Danse (CDCN),danse,,Toulouse,1.5,https://laplacedeladanse.com/,https://laplacedeladanse.com/programmation/,événements trouvés sur la période
L122,CRR – Espace Varèse,Toulouse — CRR – Espace Varèse,conservatoire,,Toulouse,0.5,,https://conservatoire.toulouse.fr/agenda/,via metropole.toulouse.fr | pas de site — non scannable; rien trouvé période 24/08–23/09/2026 (scan site / agenda) | url_programmation impossible: pas de site propre (via métropole)
L123,Les Abattoirs,Toulouse — Les Abattoirs,musee,76 Allées Charles-de-Fitte,Toulouse,1.5,https://www.lesabattoirs.org/,https://www.lesabattoirs.org/agenda/,événements trouvés sur la période
L124,Quai des Savoirs,Toulouse — Quai des Savoirs,culture_scientifique,,Toulouse,1,https://quaidessavoirs.toulouse-metropole.fr/,https://quaidessavoirs.toulouse-metropole.fr/agenda/,événements trouvés sur la période
L125,Utopia Borderouge,Toulouse — Utopia Borderouge,cinema,59 Avenue Maurice Bourges-Maunoury,Toulouse,4,https://toulouse.cinemas-utopia.org/,https://toulouse.cinemas-utopia.org/,événements trouvés sur la période
L126,Utopia Tournefeuille,Tournefeuille — Utopia Tournefeuille,cinema,,Tournefeuille,9,https://toulouse.cinemas-utopia.org/,https://toulouse.cinemas-utopia.org/,événements trouvés sur la période
L127,Cinéma ABC,Toulouse — Cinéma ABC,cinema,13 rue Saint-Bernard,Toulouse,0.5,https://www.abc-toulouse.fr/,https://abc-toulouse.fr/,événements trouvés sur la période
L128,Le Cratère,Toulouse — Le Cratère,cinema,95 Grand-Rue Saint-Michel,Toulouse,2,https://www.cinemalecratere.fr/,https://www.cinemalecratere.fr/,événements trouvés sur la période
L129,Cinéma Le Métro,Toulouse — Cinéma Le Métro,cinema,,Toulouse,6,https://metropole.toulouse.fr/annuaire/cinema-le-metro,https://metropole.toulouse.fr/annuaire/cinema-le-metro,"rien trouvé période 24/08–23/09/2026 (scan site / agenda) | url_programmation manquante | url_programmation impossible: fiche annuaire métropole seulement | hub centresculturels cookie wall — non scrapable auto | url_find 2026-09-01: upgrade (medium) — Fiche officielle cinéma municipal Alban-Minville (HTTP 200), pas le hub centres culturels. Lien « Feuilleter le programme » vers Calameo ville (00597181190852a362608). Pas de site "
L130,Halle de la Machine,Toulouse — Halle de la Machine,spectacle_machines,3 Avenue de l’Aérodrome de Montaudran,Toulouse,6,https://www.halledelamachine.fr/,https://www.halledelamachine.fr/agenda/,evenements trouves sur la periode
L131,Cinémathèque de Toulouse,Toulouse — Cinémathèque de Toulouse,cinematheque,69 rue du Taur,Toulouse,0.3,https://www.lacinemathequedetoulouse.com/,https://www.lacinemathequedetoulouse.com/programmation/agenda,séances unitaires scrapées (plein air fin août + rentrée sept. Fritz Lang / animation)
L132,Poney Club,Blagnac — Poney Club,open_air_festival,"Parking P3 Aéroport, Avenue de Londres",Blagnac,10,https://lebikini.com/,https://lebikini.com/programmation,événements trouvés sur la période
L133,Forêt Magique (Domaine de Pontié),Cornebarrieu — Forêt Magique (Domaine de Pontié),parcours_familial,51 Route de Bouconne,Cornebarrieu,12,https://laforetmagiquedetoulouse.com/,https://laforetmagiquedetoulouse.com/,"Édition 2025 documentée ; rien confirmé pour août-sept. 2026 au moment du scrape | pas de site — non scannable; rien trouvé période 24/08–23/09/2026 (scan site / agenda) | url_programmation impossible: pas de site officiel confirmé 2026 | url_find 2026-09-01: upgrade (high) — foretmagique.fr = association dissoute 2018 (mauvais homonyme). Site officiel Cornebarrieu / Pontié : laforetmagiquedetoulouse.com (HTTP 200), horaires été 04/07–30/08/2026 + /rese"
L134,Couvent / Cloître des Jacobins,Toulouse — Couvent / Cloître des Jacobins,patrimoine_concert,,Toulouse,0.4,https://monuments.toulouse.fr/saison-musicale-toulouse/,https://monuments.toulouse.fr/saison-musicale-toulouse/,événements trouvés sur la période
L135,Base nautique Lac de la Reynerie,Toulouse — Base nautique Lac de la Reynerie,base_loisirs,Impasse Abbé Salvat / Place André Abbal,Toulouse,6,https://metropole.toulouse.fr/actualites/un-ete-au-bord-du-lac,https://metropole.toulouse.fr/annuaire/base-nautique-et-de-loisirs-de-la-reynerie,événements trouvés sur la période | url_programmation OK 24/08/2026 PT: annuaire métropole + PDF Un été au bord du lac 2026 (rey-prog-base-nautique-batweb.pdf)
L136,Petit Théâtre Saint-Exupère (Odyssud),Blagnac — Petit Théâtre Saint-Exupère (Odyssud),theatre,,Blagnac,7,https://odyssud.com/,https://odyssud.com/spectacles,scrape 24/08/2026: vide (aucun spectacle distinct listé hors Odyssud principal) | 0 pièces / 0 rép. |  | https://odyssud.com/spectacles
L137,Pathé Toulouse Wilson,Toulouse — Pathé Toulouse Wilson,cinema,3 Place du Président Wilson,Toulouse,0.4,https://www.pathe.fr/cinemas/cinema-pathe-wilson,https://www.pathe.fr/cinemas/cinema-pathe-wilson,ex-Gaumont Wilson ; Dolby Cinema ; 15 salles | ajouté 2026-08-24 scrape cinéma AlloCiné=P0057
L138,Pathé Toulouse Labège,Labège — Pathé Toulouse Labège,cinema,105 Avenue de la Méridienne,Labège,8,https://www.pathe.fr/cinemas/cinema-pathe-labege,https://www.pathe.fr/cinemas/cinema-pathe-labege,ex-Gaumont Labège ; IMAX / 4DX ; 17 salles | ajouté 2026-08-24 scrape cinéma AlloCiné=P0645
L139,CGR Blagnac,Blagnac — CGR Blagnac,cinema,"Allée Émile Zola, ZAC du Grand Noble",Blagnac,8,https://www.cgrcinemas.fr/,https://www.cgrcinemas.fr/horaire-film/p0692-cgr-blagnac-toulouse/,15 salles ; remplace historique Megarama Blagnac | ajouté 2026-08-24 scrape cinéma AlloCiné=P0692
L140,Kinepolis Fenouillet,Fenouillet — Kinepolis Fenouillet,cinema,15 Rue des Usines,Fenouillet,12,https://kinepolis.fr/cinemas/kinepolis-fenouillet/,https://kinepolis.fr/cinemas/kinepolis-fenouillet/,ex-Megarama Fenouillet ; laser ; ~13 salles | ajouté 2026-08-24 scrape cinéma AlloCiné=W3115
L141,American Cosmograph,Toulouse — American Cosmograph,cinema,24 rue Montardy,Toulouse,0.3,https://american-cosmograph.fr/,https://american-cosmograph.fr/les-horaires.html,"Art & essai (ex Utopia centre-ville) ; 3 salles | ajouté 2026-08-24 scrape cinéma AlloCiné=P0235 | url_find 2026-09-01: upgrade (high) — /les-horaires.html HTTP 200, séances jour par jour 24 rue Montardy. /a-l-affiche/ pour les films."
L142,UGC Montaudran,Toulouse — UGC Montaudran,cinema,Place Marcel Bouilloux-Lafont,Toulouse,5,https://www.ugc.fr/cinema-ugc-montaudran.html,https://www.ugc.fr/cinema-ugc-montaudran.html,7 salles ; AlloCiné W3140 ; site officiel ugc.fr | ajouté 2026-08-24 scrape cinéma AlloCiné=W3140
L143,L'Autan,Ramonville-Saint-Agne — L'Autan,cinema,Place Jean-Jaurès,Ramonville-Saint-Agne,7,https://www.cine-autan-ramonville.fr/,https://www.cine-autan-ramonville.fr/,Art & essai 1 salle | ajouté 2026-08-24 scrape cinéma AlloCiné=P0881
L144,Véo Grand Central Colomiers,Colomiers — Véo Grand Central Colomiers,cinema,10 Allée du Rouergue,Colomiers,10,https://colomiers.veocinemas.fr/,https://colomiers.veocinemas.fr/horaires/,"5 salles | ajouté 2026-08-24 scrape cinéma AlloCiné=P6864 | url_find 2026-09-01: upgrade (high) — Sous-domaine officiel du cinéma Colomiers (HTTP 200). /horaires/ liste les séances du lieu, distinct du portail national Véo."
L145,Ecran7 Plaisance,Plaisance-du-Touch — Ecran7 Plaisance,cinema,1 rue des Fauvettes,Plaisance-du-Touch,14,https://www.ecran7.fr/,https://www.ecran7.fr/,3 salles | ajouté 2026-08-24 scrape cinéma AlloCiné=P0918
L146,Le Castelia,Castelginest — Le Castelia,cinema,17 rue du Pont-Faure,Castelginest,11,https://www.lecastelia.fr/,https://www.lecastelia.fr/,1 salle | ajouté 2026-08-24 scrape cinéma AlloCiné=P0583
L147,Véo Muret,Muret — Véo Muret,cinema,49 avenue d'Europe,Muret,20,https://muret.veocinemas.fr/,https://muret.veocinemas.fr/horaires/,"8 salles ; agglo sud | ajouté 2026-08-24 scrape cinéma AlloCiné=W3161 | url_find 2026-09-01: upgrade (high) — Sous-domaine officiel Véo Muret (HTTP 200, title « Horaires — Muret »). /evenements/ existe aussi pour séances spéciales."
L148,MJC Ciné 113,Castanet-Tolosan — MJC Ciné 113,cinema,20 avenue de Toulouse,Castanet-Tolosan,12,https://www.mjc-castanet-tolosan.fr/,https://www.mjc-castanet-tolosan.fr/cinema-cine-113/,Art & essai MJC 1 salle | ajouté 2026-08-24 scrape cinéma AlloCiné=P2235 | url_find 2026-09-01: upgrade (high) — mjc113.fr DNS mort. Site MJC Castanet : /cinema-cine-113/ HTTP 200 (séances + fiche salle) ; listing films /sujets/cine113/alaffiche/.
L149,Archives départementales de la Haute-Garonne,Toulouse — Archives départementales de la Haute-Garonne,patrimoine_concert,11 boulevard Griffoul-Dorval,Toulouse,3,https://www.archives.haute-garonne.fr/,https://www.archives.haute-garonne.fr/,Ajouté 2026-08-24 merge HG | spectacles JEP & saison culturelle CD31
L150,Le Kiwi (ARTO),Ramonville-Saint-Agne — Le Kiwi (ARTO),centre_culturel,Place Jean Jaurès,Ramonville-Saint-Agne,8,https://kiwiramonville-arto.fr/,https://kiwiramonville-arto.fr/evenements/,Ajouté 2026-08-24 merge HG | programmation ARTO + Festival de rue
L151,COMDT (Centre occitan des musiques et danses traditionnelles),Toulouse — COMDT (Centre occitan des musiques et danses traditionnelles),centre_culturel,5 rue du Pont de Tounis,Toulouse,1,https://www.comdt.org/,https://www.comdt.org/saison/les-concerts/,Ajouté 2026-08-24 merge HG | url_find 2026-09-01: upgrade (high) — Page concerts saison HTTP 200 (5 rue du Pont de Tounis). Dates dès 20/09/2026 JEP / oct.–déc. /saison/les-stages/ pour stages.
L152,Maison de la Terre,Poucharramet — Maison de la Terre,salle_concert,7 rue des Hospitaliers,Poucharramet,30,https://www.lamaisondelaterre.fr/,https://www.lamaisondelaterre.fr/concerts/,Ajouté 2026-08-24 merge HG | concerts Place des marronniers / MDT | url_find 2026-09-01: upgrade (high) — /concerts/ HTTP 200 (« Les concerts à venir ») ; /actuellement-a-maison-de-terre/ pour le reste. Lieu Poucharramet confirmé.
L153,Café associatif Le Buv'Art,Lasserre-Pradère — Café associatif Le Buv'Art,salle_asso,5 avenue de Bouconne,Lasserre-Pradère,28,https://foyerrurallasserrepradere.fr/,https://foyerrurallasserrepradere.fr/agenda/agenda-culturel-le-buvart/,Ajouté 2026-08-24 merge HG | Foyer Rural
L154,Esplanade de la Mairie (Pechbonnieu),Pechbonnieu — Esplanade de la Mairie (Pechbonnieu),open_air_festival,Place de la Mairie,Pechbonnieu,15,https://www.ville-pechbonnieu.fr/,https://culture.haute-garonne.fr/28e-edition-de-31-notes-dete,Ajouté 2026-08-24 merge HG | 31 notes d'été
L155,La Promenade (Buzet-sur-Tarn),Buzet-sur-Tarn — La Promenade (Buzet-sur-Tarn),open_air_festival,La Promenade,Buzet-sur-Tarn,25,https://www.hautegaronnetourisme.com/,https://culture.haute-garonne.fr/28e-edition-de-31-notes-dete,Ajouté 2026-08-24 merge HG | 31 notes d'été
L156,Place Geneviève Anthonioz-de Gaulle (Bagatelle),Toulouse — Place Geneviève Anthonioz-de Gaulle (Bagatelle),open_air_festival,Place Geneviève Anthonioz-de Gaulle,Toulouse,4,https://festivalramonville-arto.fr/,https://festivalramonville-arto.fr/programmation/festival-2026,Ajouté 2026-08-24 merge HG | préambule Festival de rue Ramonville
L157,Parc Labège-Village,Labège — Parc Labège-Village,open_air_festival,Rue de la Croix-Rose,Labège,10,https://festivalramonville-arto.fr/,https://festivalramonville-arto.fr/programmation/festival-2026,Ajouté 2026-08-24 merge HG | préambule Festival de rue Ramonville
L158,Maison Blanche,Toulouse — Maison Blanche,bar,10 rue Arnaud Bernard,Toulouse,0.6,https://cafe-maison-blanche.com/,https://cafe-maison-blanche.com/programmation/,Café associatif (Arnaud Bernard). Concerts/jams live. Scrape bars 90j 2026-09-01. Adhésion annuelle à partir de 2€.
L159,L'Estanquet de l'Olivier,L'Union — L'Estanquet de l'Olivier,resto,1 Avenue des Pyrénées,L'Union,7,https://lestanquetdelolivier.fr/,https://lestanquetdelolivier.fr/evenements/categorie/concerts/,Bar-resto L'Union. Agenda officiel concerts. Scrape bars 90j 2026-09-01.
L160,Bistrot du Grand Noble,Blagnac — Bistrot du Grand Noble (Jazz au Bistrot),resto,Avenue Léonard de Vinci,Blagnac,7.5,https://www.bistrot-du-grand-noble.fr/,https://www.jazzaubistrot.fr/,Restaurant. Concerts jazz jeudi 21h produits par Jazz au Bistrot / Le Jazz pour Tous. Scrape bars 90j 2026-09-01. Page programmation officielle = jazzaubistrot.fr.
L161,Dubliner's,Toulouse — Dubliner's,bar,46 Avenue Marcel Langer,Toulouse,3.5,https://www.dubliners.fr/,https://dubliners.fr/les-evenements/,Pub irlandais (Empalot). Scrape bars 90j lot2 2026-09-01. Page évènements officielle = embed Facebook cassé (Cannot call API) ; 0 concert daté sept–nov sur le site.
L162,Donna,Toulouse — Donna,resto,8 rue Gabriel Péri,Toulouse,0.8,https://donnafestive.com/,https://donnafestive.com/,Restaurant festif / bar (ex-Connexion Live). Scrape bars 90j lot2 2026-09-01. Créneaux hebdo Jazz / Piano-Voix / DJ set sans dates ni groupes → 0 séance.
L163,Le Cri de la Mouette,Toulouse — Le Cri de la Mouette,bar_scene,78 allée de Barcelone,Toulouse,,https://www.facebook.com/lecridelamouette,https://www.facebook.com/lecridelamouette,URL agent 2026-09-01 | péniche | site lecridelamouette.com 500 | skip scrape FB/IG
L164,The Frog & Rosbif,Toulouse — The Frog & Rosbif,bar_scene,,Toulouse,,https://frogpubs.com/our-pubs/the-frog-and-rosbif-pub-toulouse/,https://frogpubs.com/our-pubs/the-frog-and-rosbif-pub-toulouse/,URL agent 2026-09-01 | scraper page officielle datée
L165,Boudu Pont,Toulouse — Boudu Pont,bar_scene,,Toulouse,,https://www.boudupont.fr/,https://www.boudupont.fr/programmation/,URL agent 2026-09-01 | prog officielle
L166,Betty Pop's,Toulouse — Betty Pop's,bar_scene,,Toulouse,,https://bettypops.fr/,https://bettypops.fr/,URL agent 2026-09-01 | prog=IG → skip scrape | prog=home « programmation du mois » (pas /programmation 404) ; IG secondaire skip
L167,Scylla Café,Toulouse — Scylla Café,bar_scene,,Toulouse,,https://krakenmusique.com/scyllacafe/,https://krakenmusique.com/scyllacafe/,URL agent 2026-09-01 | scraper page officielle datée
L168,The Petit London,Toulouse — The Petit London,bar_scene,,Toulouse,,https://www.instagram.com/thepetitlondon/,https://www.instagram.com/thepetitlondon/,URL agent 2026-09-01 | IG only → skip scrape
L169,DAda,Toulouse — DAda,bar_scene,,Toulouse,,https://www.instagram.com/dada.toulouse/,https://www.instagram.com/dada.toulouse/,URL agent 2026-09-01 | IG only → skip scrape
L170,Le Ravelin,Toulouse — Le Ravelin,bar_scene,,Toulouse,,https://www.facebook.com/bar.leravelin.7,https://www.facebook.com/bar.leravelin.7,URL agent 2026-09-01 | FB only → skip scrape
L171,Le Chorus,Toulouse — Le Chorus,bar_scene,,Toulouse,,https://www.facebook.com/LeChorusToulouse/,https://www.facebook.com/LeChorusToulouse/,URL agent 2026-09-01 | FB only → skip scrape
L172,Pirouette,Toulouse — Pirouette,bar_scene,,Toulouse,,https://www.instagram.com/pirouette.bar/,https://www.instagram.com/pirouette.bar/,URL agent 2026-09-01 | IG only → skip scrape
L173,L'Impro,Toulouse — L'Impro,bar_scene,,Toulouse,,https://www.facebook.com/limprotoulouse/,https://www.facebook.com/limprotoulouse/,URL agent 2026-09-01 | FB only → skip scrape
L174,The Black Lion,Toulouse — The Black Lion,bar_scene,,Toulouse,,https://theblacklion.fr/,https://theblacklion.fr/,URL agent 2026-09-01 | site officiel ; IG secondaire skip
